gene_id	r	p
ERGIC2|51290	9.20775	0.0078228
ERGIC3|51614	15.5718	0.00212558
ERG|2078	3.20032	0.035678
ERH|2079	8.39811	0.00212544
ERI1|90459	7.16521	0.00580454
ERI2|112479	8.75506	0.0156829
ERI3|79033	11.6932	0.00823496
ERICH1|157697	13.1485	0.0352444
ERLEC1|27248	12.6463	0.00639813
ERLIN1|10613	23.2629	0.0160479
ERLIN2|11160	21.2396	0.0191134
ERMAP|114625	3.17474	0.0157159
ERMN|57471	0	NaN
ERMP1|79956	12.6017	0.00808827
ERN1|2081	7.90724	0.0914232
ERN2|10595	0.583333	NaN
ERO1LB|56605	2.34153	0.0308401
ERO1L|30001	2.31306	0.000413429
ERP27|121506	0	NaN
ERP29|10961	23.5892	0.00654891
ERP44|23071	13.7613	0.0095819
ERRFI1|54206	1.69234	0.000515939
ERVFRDE1|405754	1.92323	0.271264
ESAM|90952	3.1158	0.0607576
ESCO1|114799	10.9459	0.0119602
ESCO2|157570	10.5774	0.0199294
ESD|2098	16.7716	0.00971971
ESF1|51575	13.8348	0.0187061
ESM1|11082	0.172395	0.340885
ESPL1|9700	14.645	0.00518562
ESPNL|339768	13.4841	0.110615
ESPNP|284729	1.23188	0.224719
ESPN|83715	1.10818	0.0667247
ESR1|2099	1.58317	0.197901
ESR2|2100	5.88067	0.171461
ESRP1|54845	0.0833333	NaN
ESRP2|80004	21.4701	0.0311588
ESRRA|2101	17.163	0.00610004
ESRRB|2103	4.0505	0.858672
ESRRG|2104	2.97442	0.0636588
ESX1|80712	0	NaN
ESYT1|23344	17.1391	0.00528608
ESYT2|57488	9.72756	0.0012689
ESYT3|83850	16.1428	0.161064
ETAA1|54465	17.5149	0.0178994
ETF1|2107	11.1757	0.00124544
ETFA|2108	8.31114	0.00197564
ETFB|2109	19.515	0.00862728
ETFDH|2110	5.44355	0.00816908
ETHE1|23474	11.9153	0.023238
ETNK1|55500	9.75223	0.0118101
ETNK2|55224	14.34	0.0268286
ETS1|2113	7.27978	0.00734259
ETS2|2114	9.42932	0.00198627
ETV1|2115	3.92804	0.05804
ETV2|2116	3.93764	0.424728
ETV3L|440695	0.0833333	NaN
ETV3|2117	13.8112	0.0391091
ETV4|2118	1.36214	0.00844584
ETV5|2119	3.00017	0.0245412
ETV6|2120	11.8142	0.044127
ETV7|51513	1.91051	0.588965
EVC2|132884	1.34553	0.801452
EVC|2121	41.1286	0.0640171
EVI2A|2123	2.9214	0.500406
EVI2B|2124	1.22581	0.199563
EVI5L|115704	4.694	0.00888969
EVI5|7813	9.82462	0.0145858
EVL|51466	4.79942	0.00198881
EVPLL|645027	5.17263	0.117322
EVPL|2125	30.216	0.0335312
EVX1|2128	0.25	NaN
EVX2|344191	0	NaN
EWSR1|2130	15.2665	0.00240303
EXD1|161829	1.05299	0.412453
EXD2|55218	24.7732	0.0356181
EXD3|54932	4.31341	0.0190805
EXO1|9156	29.083	0.0166561
EXOC1|55763	8.18176	0.00857688
EXOC2|55770	35.6501	0.0223246
EXOC3L2|90332	0.0833333	NaN
EXOC3L|283849	1.37889	0.0816933
EXOC3|11336	37.3467	0.0100837
EXOC4|60412	8.66501	0.00317439
EXOC5|10640	17.2295	0.00814002
EXOC6B|23233	16.8441	0.0390503
EXOC6|54536	17.7923	0.0349467
EXOC7|23265	36.7831	0.0112929
EXOC8|149371	11.9609	0.0147324
EXOG|9941	6.51172	0.0180833
EXOSC10|5394	12.3179	0.00483438
EXOSC1|51013	27.9207	0.0312165
EXOSC2|23404	26.7072	0.0132863
EXOSC3|51010	14.2191	0.0151891
EXOSC4|54512	6.1669	0.00618081
EXOSC5|56915	10.8918	0.0115209
EXOSC6|118460	25.1669	0.0421027
EXOSC7|23016	21.6171	0.0220744
EXOSC8|11340	12.9238	0.0164895
EXOSC9|5393	7.66161	0.00510492
EXPH5|23086	6.68544	0.0662348
EXT1|2131	6.72476	0.00486458
EXT2|2132	18.2081	0.0066922
EXTL1|2134	2	NaN
EXTL2|2135	7.28822	0.0158628
EXTL3|2137	15.6115	0.0115127
EYA1|2138	8.65433	0.00929919
EYA2|2139	2.04731	0.476416
EYA3|2140	20.4623	0.0816981
EYA4|2070	35.3922	0.0164184
EYS|346007	4.22679	0.0792868
EZH1|2145	6.39952	0.00672407
EZH2|2146	31.4955	0.022336
EZR|7430	26.1439	0.00451946
F10|2159	3.14368	0.0607745
F11R|50848	4.57741	0.00316503
F11|2160	0	NaN
F12|2161	7.80536	0.0234885
F13A1|2162	0.416667	NaN
F13B|2165	0	NaN
F2RL1|2150	3.21071	0.00265851
F2RL2|2151	1.44234	0.337336
F2RL3|9002	2.20936	0.07832
F2R|2149	8.32865	0.0131575
F2|2147	0.25	NaN
F3|2152	1.84589	0.0113527
F5|2153	0.193013	0.366704
F7|2155	6.71083	0.51447
F8A1|8263	1.65974	0.00232758
F8|2157	1.17897	0.00499536
F9|2158	0	NaN
FA2H|79152	2.42033	0.00267316
FAAH2|158584	7.63859	0.0228094
FAAH|2166	4.09215	0.27265
FABP12|646486	0.0833333	NaN
FABP1|2168	0	NaN
FABP2|2169	1.6951	0.77222
FABP3|2170	3.34188	0.0340111
FABP4|2167	1.34553	0.801452
FABP5L3|220832	0.878992	0.168637
FABP5|2171	3.89267	0.00726503
FABP6|2172	2.10853	0.315089
FABP7|2173	0.0833333	NaN
FABP9|646480	0	NaN
FADD|8772	11.7141	0.00751043
FADS1|3992	8.90393	0.000655654
FADS2|9415	13.3471	0.0179736
FADS3|3995	69.4464	0.0694385
FADS6|283985	0.0833333	NaN
FAF1|11124	5.70735	0.00254022
FAF2|23197	36.2396	0.010592
FAHD1|81889	12.1125	0.00911722
FAHD2A|51011	38.8083	0.0737602
FAHD2B|151313	21.5949	0.0305044
FAH|2184	8.55166	0.0129299
FAIM2|23017	0.55017	0.0935106
FAIM3|9214	1.8111	0.158946
FAIM|55179	5.45202	0.0115337
FAM100A|124402	14.1525	0.0208205
FAM100B|283991	3.68399	0.00499569
FAM101A|144347	3.4899	0.807243
FAM101B|359845	13.4568	0.00374993
FAM102A|399665	21.1109	0.0378144
FAM102B|284611	5.11142	0.000975534
FAM103A1|83640	4.94653	0.022262
FAM104A|84923	25.2852	0.0233645
FAM104B|90736	9.14586	0.0391581
FAM105A|54491	5.7756	0.0120738
FAM105B|90268	10.2615	0.00389712
FAM106A|80039	11.2599	0.262307
FAM106C|100129396	0.90087	0.388719
FAM107A|11170	0.25	NaN
FAM107B|83641	4.37735	0.00248931
FAM108A1|81926	20.1452	0.0175523
FAM108B1|51104	16.898	0.0326754
FAM108C1|58489	3.57975	0.00140755
FAM109A|144717	7.40305	0.0197773
FAM109B|150368	19.7833	0.0816537
FAM10A4|145165	13.7836	0.0103699
FAM110A|83541	11.7228	0.0716381
FAM110B|90362	6.7198	0.163685
FAM110C|642273	2.33811	0.0231867
FAM111A|63901	1.04289	0.0294106
FAM111B|374393	4.29021	0.00533249
FAM113A|64773	9.49382	0.010476
FAM113B|91523	3.51146	0.0178538
FAM114A1|92689	3.10631	0.00305256
FAM114A2|10827	9.74235	0.0220544
FAM115A|9747	8.16056	0.00756722
FAM115C|285966	0.8947	0.003413
FAM116A|201627	7.62198	0.0112564
FAM116B|414918	3.37939	0.0399317
FAM117A|81558	3.55388	0.0320736
FAM117B|150864	4.87527	0.00201447
FAM118A|55007	38.0465	0.0922608
FAM118B|79607	8.43305	0.0278227
FAM119A|151194	14.2052	0.0179747
FAM119B|25895	4.11588	0.0146195
FAM120AOS|158293	10.5374	0.0110615
FAM120A|23196	12.8319	0.00194846
FAM120B|84498	41.3206	0.0520473
FAM120C|54954	16.382	0.0272633
FAM122A|116224	21.4097	0.0642144
FAM122B|159090	9.79242	0.00343739
FAM122C|159091	4.79092	0.0193085
FAM123A|219287	0	NaN
FAM123B|139285	12.1373	0.019236
FAM123C|205147	0	NaN
FAM124A|220108	1.49319	0.0138054
FAM124B|79843	0.968564	0.392359
FAM125A|93343	26.2263	0.0376827
FAM125B|89853	15.7664	0.121032
FAM126A|84668	10.347	0.00923351
FAM126B|285172	9.26014	0.0142663
FAM127A|8933	3.38488	0.00116674
FAM127B|26071	11.3797	0.00624412
FAM127C|441518	6.85177	0.00783341
FAM128A|653784	24.6672	0.0170875
FAM128B|80097	10.5135	0.00409706
FAM129A|116496	1.46463	0.00304308
FAM129B|64855	6.03912	0.000507939
FAM129C|199786	1.08333	NaN
FAM131A|131408	20.1381	0.0584751
FAM131B|9715	160.887	0.978709
FAM131C|348487	4.26785	0.0205332
FAM132A|388581	1.66409	0.262858
FAM133A|286499	0.400662	0.0928033
FAM133B|257415	7.80809	0.0131677
FAM134A|79137	18.7565	0.00786134
FAM134B|54463	10.2403	0.0204231
FAM134C|162427	16.7485	0.0125952
FAM135A|57579	13.8762	0.0304609
FAM135B|51059	0	NaN
FAM136A|84908	10.4496	0.00338127
FAM136B|387071	2.79411	0.347348
FAM138B|654412	0.138597	0.249605
FAM138D|677784	0.0784999	0.32019
FAM138E|100124412	0.345143	0.579933
FAM138F|641702	0.469361	0.1726
FAM13AOS|285512	2.38819	0.0194338
FAM13A|10144	2.45944	0.00104175
FAM13B|51306	10.2981	0.00946257
FAM13C|220965	4.51797	0.0467289
FAM149A|25854	4.62739	0.0324439
FAM149B1|317662	8.6827	0.0231993
FAM150A|389658	0.25	NaN
FAM150B|285016	31.2555	0.959086
FAM151A|338094	0.0833333	NaN
FAM151B|167555	16.3796	0.551262
FAM153A|285596	0.333333	NaN
FAM153B|202134	0	NaN
FAM153C|653316	0.25	NaN
FAM154A|158297	0.172395	0.340885
FAM154B|283726	2.40568	0.317692
FAM155A|728215	6.6949	0.24543
FAM155B|27112	0	NaN
FAM156A|29057	6.43853	0.00225984
FAM157A|728262	4.0532	0.0788766
FAM157B|100132403	5.42612	0.555986
FAM158A|51016	9.86172	0.0478271
FAM159A|348378	0.345143	0.579933
FAM160A1|729830	3.43052	0.00809535
FAM160A2|84067	14.8822	0.0222494
FAM160B1|57700	13.1129	0.0197673
FAM160B2|64760	20.1659	0.0187984
FAM161A|84140	8.2947	0.0133167
FAM161B|145483	7.21069	0.12178
FAM162A|26355	6.12605	0.00283487
FAM162B|221303	0	NaN
FAM163A|148753	0.25	NaN
FAM163B|642968	0	NaN
FAM164A|51101	10.1834	0.0335421
FAM164C|79696	36.6552	0.411139
FAM165B|54065	12.8796	0.0316741
FAM166A|401565	0.925167	0.649164
FAM166B|730112	0.588126	0.390835
FAM167A|83648	6.00581	0.0447341
FAM167B|84734	2.22022	0.0738754
FAM168A|23201	6.80427	0.0147501
FAM168B|130074	33.4603	0.0109972
FAM169A|26049	9.53144	0.0223508
FAM169B|283777	0	NaN
FAM170A|340069	0.0833333	NaN
FAM170B|170370	0	NaN
FAM171A1|221061	1.07267	0.208043
FAM171A2|284069	3.68886	0.0110053
FAM171B|165215	11.9544	0.0746587
FAM172A|83989	5.50667	0.00835918
FAM173A|65990	6.79166	0.0252049
FAM173B|134145	9.46911	0.0140654
FAM174A|345757	16.6751	0.0296222
FAM174B|400451	2.07833	0.520233
FAM175A|84142	3.33572	0.0090093
FAM175B|23172	15.7885	0.0381405
FAM176A|84141	9.40174	0.758098
FAM176B|55194	2.97061	0.00410228
FAM177A1|283635	11.727	0.0155725
FAM177B|400823	0.454879	0.280522
FAM178A|55719	28.9311	0.0270717
FAM178B|51252	0.333859	0.0286152
FAM179A|165186	1.13956	0.0634042
FAM179B|23116	32.1395	0.0780294
FAM180A|389558	0	NaN
FAM180B|399888	0.689889	0.541845
FAM181A|90050	0	NaN
FAM181B|220382	0	NaN
FAM182A|284800	0.065618	0.0532491
FAM182B|728882	2.47745	0.027058
FAM183A|440585	0.25	NaN
FAM183B|340286	0	NaN
FAM184A|79632	2.65302	0.0537923
FAM184B|27146	0.0833333	NaN
FAM185A|222234	22.8963	0.124057
FAM186A|121006	3.41667	NaN
FAM186B|84070	82.0196	0.863186
FAM187B|148109	0	NaN
FAM188A|80013	7.63678	0.0190378
FAM188B|84182	16.1488	0.139939
FAM189A1|23359	0	NaN
FAM189A2|9413	3.32772	0.099105
FAM189B|10712	13.9599	0.00733559
FAM18A|780776	1.4533	0.0120403
FAM18B2|201158	10.5522	0.0522037
FAM18B|51030	11.6333	0.0117403
FAM190A|401145	7.5606	0.120692
FAM190B|54462	35.1518	0.0369571
FAM192A|80011	27.7664	0.0179098
FAM193A|8603	19.7973	0.0167791
FAM193B|54540	18.5604	0.0189267
FAM194A|131831	1.69969	0.629587
FAM194B|220081	0	NaN
FAM195A|84331	19.6377	0.0138013
FAM195B|348262	10.0024	0.0862257
FAM196A|642938	0.47521	0.262758
FAM196B|100131897	1.87917	0.171418
FAM197Y2|252946	0	NaN
FAM198A|729085	0.166667	NaN
FAM198B|51313	1.34159	0.0884082
FAM199X|139231	7.2942	0.00445254
FAM19A1|407738	0	NaN
FAM19A2|338811	1.83471	0.366842
FAM19A3|284467	1.7378	0.65467
FAM19A4|151647	0	NaN
FAM19A5|25817	0.0636301	0.00911567
FAM200A|221786	12.6166	0.0502919
FAM200B|285550	14.3131	0.0362147
FAM20A|54757	1.35304	0.245129
FAM20B|9917	13.9948	0.00679881
FAM20C|56975	7.73538	0.0110587
FAM21A|387680	21.0816	0.0182934
FAM21B|55747	4.03163	0.0127874
FAM21C|253725	35.172	0.024646
FAM22A|728118	10.1347	0.274766
FAM22D|728130	12.5065	0.0921245
FAM22F|54754	2.91667	NaN
FAM22G|441457	6.76651	0.154018
FAM23A|653567	6.30099	0.508788
FAM24A|118670	0	NaN
FAM24B|196792	30.4347	0.453001
FAM25A|643161	0	NaN
FAM25B|100132929	0	NaN
FAM26D|221301	0.166667	NaN
FAM26E|254228	0.812693	0.245327
FAM26F|441168	4.0505	0.858672
FAM27A|548321	3.12027	0.0263417
FAM27B|100133121	0.0518074	0.00244162
FAM27C|100132948	0.25	NaN
FAM27L|284123	0	NaN
FAM32A|26017	21.6527	0.0144281
FAM35A|54537	23.7203	0.016071
FAM35B2|439965	2.21458	0.13519
FAM35B|414241	0.0263815	0.0339801
FAM36A|116228	6.6058	0.00932006
FAM38A|9780	11.9375	0.000719362
FAM38B|63895	2.53793	0.0355181
FAM3A|60343	11.7735	0.00864727
FAM3B|54097	0.843634	0.347608
FAM3C|10447	5.28975	0.00802746
FAM3D|131177	0	NaN
FAM40A|85369	15.7009	0.0184114
FAM40B|57464	9.32614	0.0130559
FAM41AY1|340618	0	NaN
FAM41C|284593	0.689889	0.541845
FAM43A|131583	4.98998	0.00132889
FAM43B|163933	6.83198	0.107452
FAM45A|404636	14.701	0.0333583
FAM45B|55855	38.1224	0.0648573
FAM46A|55603	17.4091	0.006552
FAM46B|115572	3.7718	0.0648204
FAM46C|54855	2.973	0.0092051
FAM46D|169966	0.631502	0.149828
FAM47A|158724	0	NaN
FAM47B|170062	0	NaN
FAM47C|442444	0.345143	0.579933
FAM47E|100129583	2.08333	NaN
FAM48A|55578	20.9236	0.0273449
FAM48B1|100130302	0	NaN
FAM48B2|170067	0.0833333	NaN
FAM49A|81553	0	NaN
FAM49B|51571	11.8665	0.00780717
FAM50A|9130	12.0869	0.00423246
FAM50B|26240	7.07534	0.038612
FAM53A|152877	9.2097	0.156868
FAM53B|9679	19.0556	0.0295831
FAM53C|51307	22.6062	0.0125194
FAM54A|113115	10.9785	0.0417602
FAM54B|56181	21.4694	0.0262071
FAM55A|120400	0	NaN
FAM55B|120406	1.66803	0.217531
FAM55C|91775	4.24705	0.00701512
FAM55D|54827	0.53436	0.561877
FAM57A|79850	28.4047	0.0212413
FAM57B|83723	2.85387	0.0986229
FAM58A|92002	6.69902	0.0149716
FAM58B|339521	2.05485	0.181767
FAM59A|64762	0.714894	0.0201578
FAM5B|57795	0.925167	0.649164
FAM5C|339479	0	NaN
FAM60A|58516	8.65911	0.00423154
FAM63A|55793	10.512	0.0601506
FAM63B|54629	5.56823	0.0124018
FAM64A|54478	8.44609	0.0196636
FAM65A|79567	18.4863	0.0102822
FAM65B|9750	0.333333	NaN
FAM65C|140876	3	NaN
FAM66A|100133172	0.925167	0.649164
FAM66C|440078	0.833333	NaN
FAM66D|100132923	0.998301	0.0383987
FAM66E|100132103	0	NaN
FAM69A|388650	3.34865	0.0130799
FAM69B|138311	23.2328	0.400684
FAM69C|125704	0.0833333	NaN
FAM70A|55026	0.916667	NaN
FAM70B|348013	1.48606	0.0557566
FAM71A|149647	0.275421	0.355189
FAM71B|153745	0.521222	0.471884
FAM71C|196472	0.0833333	NaN
FAM71D|161142	2.52923	0.201866
FAM71E1|112703	4.30896	0.118133
FAM71E2|284418	2.93422	0.0276116
FAM71F1|84691	1.11296	0.571835
FAM71F2|346653	1.44606	0.185883
FAM72A|729533	4.89893	0.0220029
FAM72B|653820	6.22059	0.0229004
FAM72D|728833	7.74133	0.0195781
FAM73A|374986	5.1249	0.00677188
FAM73B|84895	20.1223	0.0260751
FAM74A1|401507	0	NaN
FAM74A3|728495	0	NaN
FAM74A4|401508	0	NaN
FAM75A2|642265	0.0833333	NaN
FAM75A3|727830	0.0833333	NaN
FAM75A5|727905	1.34553	0.801452
FAM75A6|389730	0.417206	0.500323
FAM75C1|441452	0.0833333	NaN
FAM76A|199870	7.33161	0.0662007
FAM76B|143684	9.09851	0.0244848
FAM78A|286336	12.3417	0.0468657
FAM78B|149297	3.86124	0.275254
FAM7A2|100288380	4.39564	0.170844
FAM7A3|89837	0.895085	0.0423307
FAM81A|145773	9.58596	0.0109512
FAM81B|153643	3.00374e+06	1
FAM82A1|151393	4.39194	0.235595
FAM82A2|55177	9.45984	0.00771155
FAM82B|51115	22.784	0.0154552
FAM83A|84985	2.4218	0.000363039
FAM83B|222584	7.62322	0.0826008
FAM83C|128876	2.79994	0.469269
FAM83D|81610	12.0867	0.00567716
FAM83E|54854	3.40688	0.560937
FAM83F|113828	0.478416	0.00277243
FAM83G|644815	14.8796	0.0300166
FAM83H|286077	12.2802	0.0029577
FAM84A|151354	0	NaN
FAM84B|157638	1.18493	0.00708755
FAM86A|196483	5.53853	0.0140796
FAM86B1|85002	6.62058	0.086033
FAM86B2|653333	5.81289	0.115535
FAM86C|55199	5.8743	0.0268387
FAM86D|692099	33.161	0.131117
FAM89A|375061	13.16	0.0749888
FAM89B|23625	16.4293	0.0263813
FAM8A1|51439	16.006	0.0145167
FAM90A1|55138	0.25	NaN
FAM90A7|441317	0	NaN
FAM91A1|157769	18.5267	0.00951699
FAM92A1|137392	24.8147	0.0994985
FAM92A3|403315	0	NaN
FAM92B|339145	0	NaN
FAM95B1|100133036	0	NaN
FAM96A|84191	13.7728	0.00761898
FAM96B|51647	31.5486	0.0499807
FAM98A|25940	7.18372	0.0046081
FAM98B|283742	14.7406	0.0180923
FAM98C|147965	14.4279	0.0534181
FAM99A|387742	0	NaN
FAM99B|100132464	0	NaN
FAM9A|171482	0	NaN
FAM9B|171483	7.79185	0.86977
FAM9C|171484	0.166667	NaN
FANCA|2175	15.6162	0.00815489
FANCB|2187	16.5689	0.0318081
FANCC|2176	15.8786	0.0229749
FANCD2|2177	25.0521	0.0124407
FANCE|2178	14.3996	0.0283466
FANCF|2188	7.96148	0.0261136
FANCG|2189	27.1305	0.0208235
FANCI|55215	10.5197	0.00203826
FANCL|55120	10.6769	0.0114292
FANCM|57697	15.6671	0.0287777
FANK1|92565	1.15209	0.009744
FAP|2191	0.766966	0.0416069
FAR1|84188	20.9444	0.0141977
FAR2|55711	8.9517	0.117602
FARP1|10160	12.3239	0.0123076
FARP2|9855	42.6313	0.141063
FARS2|10667	21.1054	0.0633437
FARSA|2193	14.2013	0.00295741
FARSB|10056	12.8389	0.00470017
FASLG|356	0	NaN
FASN|2194	6.12532	0.000262449
FASTKD1|79675	15.0243	0.0263343
FASTKD2|22868	9.12126	0.00526417
FASTKD3|79072	6.1786	0.00979934
FASTKD5|60493	9.63284	0.0181906
FASTK|10922	34.5776	0.0217961
FAS|355	15.0337	0.0634691
FAT1|2195	6.89347	0.000651815
FAT2|2196	8.17131	0.321435
FAT3|120114	0.0833333	NaN
FAT4|79633	2.30812	0.00830335
FATE1|89885	0	NaN
FAU|2197	47.7312	0.00531253
FBF1|85302	18.1353	0.0497354
FBLIM1|54751	43.2642	0.0630201
FBLL1|345630	0.984757	0.383459
FBLN1|2192	12.1618	0.0051524
FBLN2|2199	1.22925	0.20276
FBLN5|10516	31.019	0.0748614
FBLN7|129804	1.34837	0.00440264
FBL|2091	25.6493	0.00343595
FBN1|2200	3.01009	0.000449155
FBN2|2201	5.36223	0.000832404
FBN3|84467	1.86824	0.250717
FBP1|2203	0	NaN
FBP2|8789	0.25	NaN
FBRSL1|57666	11.4248	0.0124769
FBRS|64319	38.4541	0.0324292
FBXL12|54850	22.3392	0.0412411
FBXL13|222235	4.83333	NaN
FBXL14|144699	17.8357	0.0307467
FBXL15|79176	25.3902	0.0577742
FBXL16|146330	4.1019	0.00830033
FBXL17|64839	19.2257	0.0260666
FBXL18|80028	33.3403	0.0356737
FBXL19|54620	22.9375	0.0202923
FBXL20|84961	15.6522	0.0416022
FBXL21|26223	0	NaN
FBXL22|283807	18.0363	0.477324
FBXL2|25827	8.66529	0.0350823
FBXL3|26224	14.0171	0.00998356
FBXL4|26235	10.7495	0.0226227
FBXL5|26234	12.8525	0.0123126
FBXL6|26233	11.1481	0.0136706
FBXL7|23194	0.0833333	NaN
FBXL8|55336	5.16615	0.0351042
FBXO10|26267	15.5481	0.0621389
FBXO11|80204	23.0431	0.0120911
FBXO15|201456	4.95579	0.798575
FBXO16|157574	21.1904	0.397764
FBXO17|115290	14.0952	0.0293184
FBXO18|84893	18.857	0.0145705
FBXO21|23014	28.1697	0.0134264
FBXO22OS|692224	22.2278	0.154116
FBXO22|26263	26.867	0.017555
FBXO24|26261	5.06844	0.238682
FBXO25|26260	40.13	0.260083
FBXO27|126433	4.77696	0.152731
FBXO28|23219	3.91452	0.00184531
FBXO2|26232	8.45138	0.0135558
FBXO30|84085	11.3872	0.00999338
FBXO31|79791	21.6555	0.0215141
FBXO32|114907	2.12854	0.084706
FBXO33|254170	17.2515	0.0393794
FBXO34|55030	10.7336	0.0101301
FBXO36|130888	4.94005	0.0761687
FBXO38|81545	50.2201	0.036287
FBXO39|162517	0	NaN
FBXO3|26273	27.6579	0.0302412
FBXO40|51725	0	NaN
FBXO41|150726	9.8242	0.0048667
FBXO42|54455	7.85793	0.0141727
FBXO43|286151	12.2393	0.0456849
FBXO44|93611	8.83492	0.0247997
FBXO45|200933	8.58933	0.0063269
FBXO46|23403	27.9035	0.0488902
FBXO47|494188	0.25	NaN
FBXO48|554251	5.53375	0.111905
FBXO4|26272	4.08053	0.00534044
FBXO5|26271	13.4228	0.0140258
FBXO6|26270	0.816081	0.0695558
FBXO7|25793	30.9158	0.00853911
FBXO8|26269	11.9874	0.0130975
FBXO9|26268	10.5791	0.0086584
FBXW10|10517	3.4899	0.807243
FBXW11|23291	37.3492	0.0139701
FBXW12|285231	0.166667	NaN
FBXW2|26190	27.4624	0.0102371
FBXW4|6468	11.7076	0.0266511
FBXW5|54461	7.34617	0.00248076
FBXW7|55294	10.0172	0.0267648
FBXW8|26259	14.2576	0.0278057
FBXW9|84261	11.8702	0.0297471
FCAMR|83953	0.138597	0.249605
FCAR|2204	0	NaN
FCER1A|2205	0	NaN
FCER1G|2207	2.91027e+06	1
FCER2|2208	0.0833333	NaN
FCF1|51077	16.2187	0.0164829
FCGBP|8857	2.55121	0.0752912
FCGR1A|2209	0.0784999	0.32019
FCGR1B|2210	0	NaN
FCGR1C|100132417	0	NaN
FCGR2A|2212	0.875665	0.0775451
FCGR2B|2213	0	NaN
FCGR2C|9103	0	NaN
FCGR3A|2214	0	NaN
FCGR3B|2215	0	NaN
FCGRT|2217	4.64677	0.0142257
FCHO1|23149	11.2697	0.0461207
FCHO2|115548	7.47907	0.0117831
FCHSD1|89848	9.36573	0.0238699
FCHSD2|9873	32.1125	0.0470838
FCN1|2219	0	NaN
FCN2|2220	0	NaN
FCN3|8547	0	NaN
FCRL1|115350	0	NaN
FCRL2|79368	0	NaN
FCRL3|115352	0	NaN
FCRL4|83417	0	NaN
FCRL5|83416	0	NaN
FCRL6|343413	0	NaN
FCRLA|84824	0.25	NaN
FCRLB|127943	8.86799	0.265101
FDFT1|2222	15.4059	0.00381116
FDPSL2A|619190	15.4247	0.215204
FDPS|2224	8.12639	0.00207396
FDX1L|112812	9.66759	0.0271053
FDX1|2230	5.58404	0.00616397
FDXACB1|91893	8.77973	0.141351
FDXR|2232	15.4247	0.0335922
FECH|2235	22.1499	0.0262341
FEM1A|55527	11.3109	0.0132114
FEM1B|10116	12.2802	0.00672322
FEM1C|56929	4.1097	0.00374082
FEN1|2237	23.5626	0.00442645
FER1L4|80307	1.09922	0.00203679
FER1L5|90342	4.80271	0.815949
FER1L6|654463	0.0833333	NaN
FERD3L|222894	0	NaN
FERMT1|55612	8.68874	0.0121418
FERMT2|10979	10.8163	0.00313753
FERMT3|83706	1.67774	0.1915
FER|2241	14.4219	0.0525858
FES|2242	1.07748	0.125618
FETUB|26998	0	NaN
FEV|54738	0	NaN
FEZ1|9638	0.25	NaN
FEZ2|9637	7.64252	0.00879317
FEZF1|389549	0	NaN
FEZF2|55079	0	NaN
FFAR1|2864	0.0833333	NaN
FFAR2|2867	0	NaN
FFAR3|2865	0	NaN
FGA|2243	0.0833333	NaN
FGB|2244	1.39667	0.382998
FGD1|2245	7.3758	0.0135699
FGD2|221472	0.75	NaN
FGD3|89846	19.9588	0.227558
FGD4|121512	8.86623	0.0511416
FGD5|152273	0.639559	0.00428115
FGD6|55785	10.1193	0.0224275
FGF10|2255	0	NaN
FGF11|2256	2.78008	0.00730582
FGF12|2257	12.7902	0.0132421
FGF13|2258	1.03723e+06	1
FGF14|2259	12.9569	0.0791874
FGF16|8823	0	NaN
FGF17|8822	16.2552	0.928592
FGF18|8817	3.37403	0.0168107
FGF19|9965	3.8514	0.470559
FGF1|2246	1.5013e+06	1
FGF20|26281	0	NaN
FGF21|26291	0.075735	0.0833106
FGF22|27006	0.817575	0.0812087
FGF23|8074	0.0833333	NaN
FGF2|2247	2.84345	0.00113946
FGF3|2248	0	NaN
FGF4|2249	0	NaN
FGF5|2250	0	NaN
FGF6|2251	0	NaN
FGF7|2252	1.3602	0.000847024
FGF8|2253	1.11296	0.571835
FGF9|2254	0	NaN
FGFBP1|9982	1.38044	0.0152315
FGFBP2|83888	1.14958	0.271582
FGFBP3|143282	3.05062	0.0390852
FGFR1OP2|26127	34.5845	0.0573778
FGFR1OP|11116	12.7931	0.0347283
FGFR1|2260	7.90072	0.00978335
FGFR2|2263	9.64878	0.0410909
FGFR3|2261	2.91192	0.00400174
FGFR4|2264	14.2793	0.016342
FGFRL1|53834	12.6833	0.00585964
FGGY|55277	2.86929	0.0415121
FGG|2266	0.755734	0.232124
FGL1|2267	2.22366	0.792185
FGL2|10875	3.09365	0.544946
FGR|2268	0.0833333	NaN
FHAD1|114827	6.37589	0.198982
FHDC1|85462	8.72784	0.0786449
FHIT|2272	0	NaN
FHL1|2273	17.3518	0.00544666
FHL2|2274	13.3862	0.00215809
FHL3|2275	4.75345	0.00692246
FHL5|9457	0	NaN
FHOD1|29109	17.4791	0.0144767
FHOD3|80206	0.991838	0.00528299
FH|2271	11.3294	0.00257108
FIBCD1|84929	1.46267	0.00104027
FIBIN|387758	1.14569	0.11776
FIBP|9158	14.0011	0.00729095
FICD|11153	63.6692	0.589061
FIG4|9896	11.5767	0.0310234
FIGF|2277	2.34443	0.192517
FIGLA|344018	0	NaN
FIGNL1|63979	13.7125	0.00921975
FIGNL2|401720	0.0833333	NaN
FIGN|55137	25.0398	0.13334
FILIP1L|11259	1.46272	0.164732
FILIP1|27145	4.58333	NaN
